Date,Vegetable,Price
2018-06-10,Oranges,0.53
2018-06-10,Iceberg Lettuce,0.68
2018-06-10,Honeydews,1.83
2018-06-10,Green Leaf Lettuce,0.3
2018-06-10,Flame Grapes,1.66
2018-06-10,Celery,0.31
2018-06-10,Cauliflower,0.61
2018-06-10,Carrots,0.29
2018-06-10,Cantaloupe,0.66
2018-06-10,Broccoli Crowns,0.55
2018-06-10,Broccoli Bunches,0.53
2018-06-10,Avocados,0.86
2018-06-07,Strawberries,0.94
2018-06-03,Thompson Grapes,1.83
2018-06-03,Strawberries,0.81
2018-06-03,Romaine Lettuce,0.3
2018-06-03,Red Leaf Lettuce,0.31
2018-06-03,Potatoes,1.65
2018-06-03,Oranges,0.77
2018-06-03,Iceberg Lettuce,0.32
2018-06-03,Honeydews,1.66
2018-06-03,Green Leaf Lettuce,0.31
2018-06-03,Flame Grapes,1.5
2018-06-03,Celery,0.33
2018-06-03,Cauliflower,0.67
2018-06-03,Carrots,0.28
2018-06-03,Cantaloupe,0.75
2018-06-03,Broccoli Crowns,0.71
2018-06-03,Broccoli Bunches,0.7
2018-06-03,Avocados,0.86
2018-05-27,Thompson Grapes,1.78
2018-05-27,Romaine Lettuce,0.31
2018-05-27,Red Leaf Lettuce,0.34
2018-05-27,Potatoes,1.65
2018-05-27,Peaches,0.96
2018-05-27,Oranges,0.72
2018-05-27,Nectarines,1.04
2018-05-27,Iceberg Lettuce,0.33
2018-05-27,Honeydews,1.66
2018-05-27,Green Leaf Lettuce,0.35
2018-05-27,Flame Grapes,1.33
2018-05-27,Celery,0.32
2018-05-27,Cauliflower,0.94
2018-05-27,Carrots,0.29
2018-05-27,Cantaloupe,0.95
2018-05-27,Broccoli Crowns,0.82
2018-05-27,Broccoli Bunches,0.79
2018-05-27,Avocados,0.86
2018-05-20,Strawberries,0.66
2018-05-20,Romaine Lettuce,0.3
2018-05-20,Red Leaf Lettuce,0.38
2018-05-20,Potatoes,1.65
2018-05-20,Oranges,0.7
2018-05-20,Iceberg Lettuce,0.34
2018-05-20,Honeydews,1.66
2018-05-20,Green Leaf Lettuce,0.38
2018-05-20,Flame Grapes,1.39
2018-05-20,Celery,0.32
2018-05-20,Cauliflower,1.05
2018-05-20,Carrots,0.29
2018-05-20,Cantaloupe,0.95
2018-05-20,Broccoli Crowns,0.86
2018-05-20,Broccoli Bunches,0.8
2018-05-20,Avocados,0.83
2018-05-13,Strawberries,0.59
2018-05-13,Romaine Lettuce,0.3
2018-05-13,Red Leaf Lettuce,0.54
2018-05-13,Potatoes,1.65
2018-05-13,Oranges,0.66
2018-05-13,Iceberg Lettuce,0.5
2018-05-13,Honeydews,1.29
2018-05-13,Green Leaf Lettuce,0.53
2018-05-13,Celery,0.32
2018-05-13,Cauliflower,1.41
2018-05-13,Carrots,0.29
2018-05-13,Cantaloupe,0.91
2018-05-13,Broccoli Crowns,0.88
2018-05-13,Broccoli Bunches,0.88
2018-05-13,Avocados,0.83
2018-05-13,Asparagus,2.43
2018-05-06,Strawberries,0.63
2018-05-06,Romaine Lettuce,0.32
2018-05-06,Red Leaf Lettuce,0.7
2018-05-06,Potatoes,1.6
2018-05-06,Oranges,0.63
2018-05-06,Iceberg Lettuce,0.8
2018-05-06,Green Leaf Lettuce,0.77
2018-05-06,Celery,0.39
2018-05-06,Cauliflower,2.25
2018-05-06,Carrots,0.29
2018-05-06,Cantaloupe,1.02
2018-05-06,Broccoli Crowns,0.78
2018-05-06,Broccoli Bunches,0.64
2018-05-06,Avocados,0.85
2018-05-06,Asparagus,2.8
2018-04-29,Strawberries,1.04
2018-04-29,Romaine Lettuce,0.34
2018-04-29,Red Leaf Lettuce,0.69
2018-04-29,Potatoes,1.6
2018-04-29,Oranges,0.63
2018-04-29,Iceberg Lettuce,0.77
2018-04-29,Green Leaf Lettuce,0.76
2018-04-29,Celery,0.34
2018-04-29,Cauliflower,1.4
2018-04-29,Carrots,0.29
2018-04-29,Broccoli Crowns,0.41
2018-04-29,Broccoli Bunches,0.36
2018-04-29,Avocados,0.85
2018-04-29,Asparagus,2.52
2018-04-22,Strawberries,1.23
2018-04-22,Romaine Lettuce,0.5
2018-04-22,Red Leaf Lettuce,0.68
2018-04-22,Potatoes,1.6
2018-04-22,Oranges,0.57
2018-04-22,Iceberg Lettuce,0.63
2018-04-22,Green Leaf Lettuce,0.72
2018-04-22,Celery,0.32
2018-04-22,Cauliflower,0.67
2018-04-22,Carrots,0.29
2018-04-22,Broccoli Crowns,0.38
2018-04-22,Broccoli Bunches,0.4
2018-04-22,Avocados,0.85
2018-04-22,Asparagus,2.43
2018-04-15,Strawberries,1.33
2018-04-15,Romaine Lettuce,0.72
2018-04-15,Red Leaf Lettuce,0.56
2018-04-15,Potatoes,1.6
2018-04-15,Oranges,0.54
2018-04-15,Iceberg Lettuce,0.46
2018-04-15,Green Leaf Lettuce,0.64
2018-04-15,Celery,0.37
2018-04-15,Cauliflower,0.83
2018-04-15,Carrots,0.29
2018-04-15,Broccoli Crowns,0.51
2018-04-15,Broccoli Bunches,0.46
2018-04-15,Avocados,0.85
2018-04-15,Asparagus,1.43
2018-04-08,Strawberries,1.38
2018-04-08,Romaine Lettuce,0.77
2018-04-08,Red Leaf Lettuce,0.55
2018-04-08,Potatoes,1.6
2018-04-08,Oranges,0.52
2018-04-08,Iceberg Lettuce,0.43
2018-04-08,Green Leaf Lettuce,0.6
2018-04-08,Celery,0.37
2018-04-08,Cauliflower,0.77
2018-04-08,Carrots,0.29
2018-04-08,Broccoli Crowns,0.45
2018-04-08,Broccoli Bunches,0.38
2018-04-08,Avocados,0.47
2018-04-08,Asparagus,1.52
2018-04-01,Strawberries,1.75
2018-04-01,Romaine Lettuce,0.67
2018-04-01,Red Leaf Lettuce,0.39
2018-04-01,Potatoes,1.6
2018-04-01,Oranges,0.52
2018-04-01,Iceberg Lettuce,0.37
2018-04-01,Green Leaf Lettuce,0.44
2018-04-01,Celery,0.41
2018-04-01,Cauliflower,0.74
2018-04-01,Carrots,0.29
2018-04-01,Broccoli Crowns,0.34
2018-04-01,Broccoli Bunches,0.34
2018-04-01,Avocados,0.86
2018-04-01,Asparagus,1.61
2018-03-25,Strawberries,2
2018-03-25,Romaine Lettuce,0.68
2018-03-25,Red Leaf Lettuce,0.41
2018-03-25,Potatoes,1.6
2018-03-25,Oranges,0.51
2018-03-25,Iceberg Lettuce,0.42
2018-03-25,Green Leaf Lettuce,0.5
2018-03-25,Celery,0.48
2018-03-25,Cauliflower,1.39
2018-03-25,Carrots,0.29
2018-03-25,Broccoli Crowns,0.39
2018-03-25,Broccoli Bunches,0.37
2018-03-25,Avocados,0.86
2018-03-25,Asparagus,2.16
2018-03-18,Strawberries,1.88
2018-03-18,Romaine Lettuce,0.73
2018-03-18,Red Leaf Lettuce,0.43
2018-03-18,Potatoes,1.6
2018-03-18,Oranges,0.54
2018-03-18,Iceberg Lettuce,0.61
2018-03-18,Green Leaf Lettuce,0.53
2018-03-18,Celery,0.42
2018-03-18,Cauliflower,1.54
2018-03-18,Carrots,0.29
2018-03-18,Broccoli Crowns,0.41
2018-03-18,Broccoli Bunches,0.38
2018-03-18,Avocados,0.86
2018-03-11,Strawberries,1.44
2018-03-11,Romaine Lettuce,0.9
2018-03-11,Red Leaf Lettuce,0.46
2018-03-11,Potatoes,1.6
2018-03-11,Oranges,0.52
2018-03-11,Iceberg Lettuce,0.79
2018-03-11,Green Leaf Lettuce,0.66
2018-03-11,Celery,0.35
2018-03-11,Cauliflower,1.39
2018-03-11,Carrots,0.29
2018-03-11,Broccoli Crowns,0.59
2018-03-11,Broccoli Bunches,0.5
2018-03-11,Avocados,0.85
2018-02-25,Strawberries,1.5
2018-02-25,Romaine Lettuce,0.78
2018-02-25,Red Leaf Lettuce,0.44
2018-02-25,Potatoes,1.6
2018-02-25,Oranges,0.53
2018-02-25,Iceberg Lettuce,0.64
2018-02-25,Green Leaf Lettuce,0.56
2018-02-25,Celery,0.32
2018-02-25,Cauliflower,2.32
2018-02-25,Carrots,0.31
2018-02-25,Broccoli Crowns,0.8
2018-02-25,Broccoli Bunches,0.6
2018-02-25,Avocados,0.82
2018-02-18,Strawberries,1.63
2018-02-18,Romaine Lettuce,0.38
2018-02-18,Red Leaf Lettuce,0.34
2018-02-18,Potatoes,1.6
2018-02-18,Oranges,0.53
2018-02-18,Iceberg Lettuce,0.41
2018-02-18,Green Leaf Lettuce,0.37
2018-02-18,Celery,0.3
2018-02-18,Cauliflower,1.35
2018-02-18,Carrots,0.31
2018-02-18,Broccoli Crowns,0.44
2018-02-18,Broccoli Bunches,0.39
2018-02-18,Avocados,0.85
2018-02-11,Strawberries,1.75
2018-02-11,Romaine Lettuce,0.3
2018-02-11,Red Leaf Lettuce,0.3
2018-02-11,Potatoes,1.6
2018-02-11,Oranges,0.53
2018-02-11,Iceberg Lettuce,0.32
2018-02-11,Green Leaf Lettuce,0.3
2018-02-11,Celery,0.32
2018-02-11,Cauliflower,0.61
2018-02-11,Carrots,0.31
2018-02-11,Broccoli Crowns,0.34
2018-02-11,Avocados,0.82
2018-02-04,Strawberries,1.81
2018-02-04,Romaine Lettuce,0.3
2018-02-04,Red Leaf Lettuce,0.3
2018-02-04,Potatoes,1.6
2018-02-04,Oranges,0.55
2018-02-04,Iceberg Lettuce,0.32
2018-02-04,Green Leaf Lettuce,0.3
2018-02-04,Celery,0.33
2018-02-04,Cauliflower,0.65
2018-02-04,Carrots,0.32
2018-02-04,Broccoli Crowns,0.34
2018-02-04,Avocados,0.82
2018-01-28,Strawberries,1.75
2018-01-28,Oranges,0.54
2018-01-28,Romaine Lettuce,0.28
2018-01-28,Red Leaf Lettuce,0.29
2018-01-28,Potatoes,1.6
2018-01-28,Iceberg Lettuce,0.31
2018-01-28,Green Leaf Lettuce,0.29
2018-01-28,Celery,0.33
2018-01-28,Cauliflower,0.74
2018-01-28,Carrots,0.31
2018-01-28,Broccoli Crowns,0.39
2018-01-28,Broccoli Bunches,0.33
2018-01-28,Avocados,0.73
2018-01-21,Strawberries,2
2018-01-21,Romaine Lettuce,0.28
2018-01-21,Red Leaf Lettuce,0.29
2018-01-21,Potatoes,1.6
2018-01-21,Oranges,0.54
2018-01-21,Iceberg Lettuce,0.32
2018-01-21,Green Leaf Lettuce,0.29
2018-01-21,Celery,0.32
2018-01-21,Cauliflower,0.6
2018-01-21,Carrots,0.31
2018-01-21,Broccoli Crowns,0.37
2018-01-21,Broccoli Bunches,0.36
2018-01-14,Strawberries,2
2018-01-14,Romaine Lettuce,0.29
2018-01-14,Red Leaf Lettuce,0.3
2018-01-14,Potatoes,1.6
2018-01-14,Oranges,0.54
2018-01-14,Iceberg Lettuce,0.33
2018-01-14,Green Leaf Lettuce,0.3
2018-01-14,Celery,0.34
2018-01-14,Cauliflower,0.62
2018-01-14,Carrots,0.31
2018-01-14,Broccoli Crowns,0.44
2018-01-14,Broccoli Bunches,0.43
2018-01-07,Strawberries,2.06
2018-01-07,Romaine Lettuce,0.34
2018-01-07,Red Leaf Lettuce,0.35
2018-01-07,Potatoes,1.6
2018-01-07,Oranges,0.54
2018-01-07,Iceberg Lettuce,0.39
2018-01-07,Green Leaf Lettuce,0.35
2018-01-07,Celery,0.38
2018-01-07,Cauliflower,1.04
2018-01-07,Carrots,0.32
2018-01-07,Broccoli Crowns,0.77
2018-01-07,Broccoli Bunches,0.7
2017-12-31,Broccoli Crowns,1.25
2017-12-31,Strawberries,2
2017-12-31,Romaine Lettuce,0.35
2017-12-31,Red Leaf Lettuce,0.34
2017-12-31,Potatoes,1.6
2017-12-31,Oranges,0.55
2017-12-31,Iceberg Lettuce,0.38
2017-12-31,Green Leaf Lettuce,0.34
2017-12-31,Celery,0.39
2017-12-31,Cauliflower,2.05
2017-12-31,Carrots,0.31
2017-12-31,Broccoli Bunches,0.79
2017-12-24,Strawberries,1.81
2017-12-24,Romaine Lettuce,0.32
2017-12-24,Green Leaf Lettuce,0.33
2017-12-24,Red Leaf Lettuce,0.34
2017-12-24,Potatoes,1.6
2017-12-24,Oranges,0.56
2017-12-24,Iceberg Lettuce,0.35
2017-12-24,Flame Grapes,1.26
2017-12-24,Celery,0.36
2017-12-24,Cauliflower,2.45
2017-12-24,Carrots,0.31
2017-12-24,Broccoli Crowns,1.14
2017-12-24,Broccoli Bunches,0.74
2017-12-17,Strawberries,1.88
2017-12-17,Romaine Lettuce,0.34
2017-12-17,Red Leaf Lettuce,0.34
2017-12-17,Potatoes,1.6
2017-12-17,Oranges,0.56
2017-12-17,Iceberg Lettuce,0.35
2017-12-17,Green Leaf Lettuce,1.26
2017-12-17,Celery,0.53
2017-12-17,Cauliflower,2.64
2017-12-17,Carrots,0.31
2017-12-17,Broccoli Crowns,0.87
2017-12-17,Broccoli Bunches,0.62
2017-12-10,Strawberries,1.69
2017-12-10,Romaine Lettuce,0.34
2017-12-10,Red Leaf Lettuce,0.35
2017-12-10,Potatoes,1.55
2017-12-10,Oranges,0.58
2017-12-10,Iceberg Lettuce,0.39
2017-12-10,Green Leaf Lettuce,0.34
2017-12-10,Flame Grapes,1.21
2017-12-10,Celery,0.48
2017-12-10,Cauliflower,2.18
2017-12-10,Carrots,0.31
2017-12-10,Broccoli Crowns,0.61
2017-12-10,Broccoli Bunches,0.52
2017-12-03,Strawberries,1.75
2017-12-03,Romaine Lettuce,0.33
2017-12-03,Red Leaf Lettuce,0.31
2017-12-03,Potatoes,1.5
2017-12-03,Oranges,0.56
2017-12-03,Iceberg Lettuce,0.33
2017-12-03,Green Leaf Lettuce,0.32
2017-12-03,Flame Grapes,1.21
2017-12-03,Celery,0.39
2017-12-03,Cauliflower,1.06
2017-12-03,Carrots,0.31
2017-12-03,Broccoli Crowns,0.38
2017-12-03,Broccoli Bunches,0.35
2017-11-26,Strawberries,1.63
2017-11-26,Romaine Lettuce,0.31
2017-11-26,Red Leaf Lettuce,0.31
2017-11-26,Potatoes,1.5
2017-11-26,Oranges,0.56
2017-11-26,Iceberg Lettuce,0.32
2017-11-26,Green Leaf Lettuce,0.3
2017-11-26,Flame Grapes,1.21
2017-11-26,Celery,0.39
2017-11-26,Cauliflower,0.57
2017-11-26,Carrots,0.31
2017-11-26,Broccoli Crowns,0.34
2017-11-26,Broccoli Bunches,0.35
2017-11-19,Strawberries,2.33
2017-11-19,Romaine Lettuce,0.35
2017-11-19,Red Leaf Lettuce,0.34
2017-11-19,Potatoes,1.5
2017-11-19,Oranges,0.63
2017-11-19,Iceberg Lettuce,0.31
2017-11-19,Green Leaf Lettuce,0.31
2017-11-19,Flame Grapes,1.1
2017-11-19,Celery,0.48
2017-11-19,Cauliflower,0.64
2017-11-19,Carrots,0.31
2017-11-19,Broccoli Crowns,0.43
2017-11-19,Broccoli Bunches,0.41
2017-11-12,Strawberries,2.92
2017-11-12,Romaine Lettuce,0.35
2017-11-12,Red Leaf Lettuce,0.36
2017-11-12,Potatoes,1.4
2017-11-12,Oranges,0.63
2017-11-12,Iceberg Lettuce,0.33
2017-11-12,Honeydews,1.25
2017-11-12,Green Leaf Lettuce,0.35
2017-11-12,Flame Grapes,1.1
2017-11-12,Celery,0.59
2017-11-12,Cauliflower,0.83
2017-11-12,Carrots,0.31
2017-11-12,Cantaloupe,0.69
2017-11-12,Broccoli Crowns,0.58
2017-11-12,Broccoli Bunches,0.55
2017-11-05,Strawberries,1.83
2017-11-05,Romaine Lettuce,0.38
2017-11-05,Red Leaf Lettuce,0.35
2017-11-05,Potatoes,1.5
2017-11-05,Oranges,0.66
2017-11-05,Iceberg Lettuce,0.34
2017-11-05,Honeydews,1.58
2017-11-05,Green Leaf Lettuce,0.36
2017-11-05,Flame Grapes,1.08
2017-11-05,Celery,0.66
2017-11-05,Cauliflower,2.53
2017-11-05,Carrots,0.31
2017-11-05,Cantaloupe,1.33
2017-11-05,Broccoli Crowns,0.83
2017-11-05,Broccoli Bunches,0.66
2017-10-29,Strawberries,1.46
2017-10-29,Romaine Lettuce,0.47
2017-10-29,Red Leaf Lettuce,0.37
2017-10-29,Potatoes,1.45
2017-10-29,Oranges,0.67
2017-10-29,Iceberg Lettuce,0.43
2017-10-29,Honeydews,1.91
2017-10-29,Green Leaf Lettuce,0.37
2017-10-29,Flame Grapes,1.05
2017-10-29,Celery,0.65
2017-10-29,Cauliflower,2.42
2017-10-29,Carrots,0.31
2017-10-29,Cantaloupe,1.54
2017-10-29,Broccoli Crowns,0.96
2017-10-29,Broccoli Bunches,0.76
2017-10-22,Strawberries,1.1
2017-10-22,Romaine Lettuce,0.53
2017-10-22,Red Leaf Lettuce,0.36
2017-10-22,Potatoes,1.4
2017-10-22,Oranges,0.67
2017-10-22,Iceberg Lettuce,0.5
2017-10-22,Honeydews,1.99
2017-10-22,Green Leaf Lettuce,0.36
2017-10-22,Flame Grapes,1.02
2017-10-22,Celery,0.49
2017-10-22,Cauliflower,1.76
2017-10-22,Carrots,0.31
2017-10-22,Cantaloupe,1.37
2017-10-22,Broccoli Crowns,0.92
2017-10-22,Broccoli Bunches,0.71
2017-10-15,Tomatoes,0.44
2017-10-15,Strawberries,1.13
2017-10-15,Romaine Lettuce,0.78
2017-10-15,Red Leaf Lettuce,0.38
2017-10-15,Potatoes,1.4
2017-10-15,Oranges,0.58
2017-10-15,Iceberg Lettuce,1.23
2017-10-15,Honeydews,1.75
2017-10-15,Green Leaf Lettuce,0.41
2017-10-15,Flame Grapes,1
2017-10-15,Celery,0.47
2017-10-15,Cauliflower,1.23
2017-10-15,Carrots,0.31
2017-10-15,Broccoli Crowns,0.94
2017-10-15,Broccoli Bunches,0.73
2017-10-08,Tomatoes,0.44
2017-10-08,Strawberries,1.02
2017-10-08,Romaine Lettuce,0.86
2017-10-08,Red Leaf Lettuce,0.41
2017-10-08,Potatoes,1.4
2017-10-08,Oranges,0.56
2017-10-08,Iceberg Lettuce,1.56
2017-10-08,Honeydews,1.47
2017-10-08,Green Leaf Lettuce,0.43
2017-10-08,Flame Grapes,1
2017-10-08,Celery,0.38
2017-10-08,Cauliflower,1.02
2017-10-08,Carrots,0.31
2017-10-08,Cantaloupe,0.76
2017-10-08,Broccoli Crowns,0.97
2017-10-01,Tomatoes,0.46
2017-10-01,Strawberries,1.13
2017-10-01,Romaine Lettuce,0.78
2017-10-01,Red Leaf Lettuce,0.4
2017-10-01,Potatoes,1.4
2017-10-01,Oranges,0.56
2017-10-01,Iceberg Lettuce,1.13
2017-10-01,Honeydews,1.33
2017-10-01,Green Leaf Lettuce,0.4
2017-10-01,Flame Grapes,1.05
2017-10-01,Celery,0.31
2017-10-01,Cauliflower,1.27
2017-10-01,Carrots,0.31
2017-10-01,Cantaloupe,0.65
2017-10-01,Broccoli Crowns,1.44
2017-10-01,Broccoli Bunches,0.96
2017-09-24,Tomatoes,0.46
2017-09-24,Strawberries,1.29
2017-09-24,Romaine Lettuce,0.56
2017-09-24,Red Leaf Lettuce,0.36
2017-09-24,Potatoes,1.4
2017-09-24,Plums,0.89
2017-09-24,Peaches,0.78
2017-09-24,Oranges,0.56
2017-09-24,Iceberg Lettuce,0.92
2017-09-24,Honeydews,1.38
2017-09-24,Green Leaf Lettuce,0.36
2017-09-24,Flame Grapes,1.05
2017-09-24,Celery,0.34
2017-09-24,Cauliflower,1.63
2017-09-24,Carrots,0.28
2017-09-24,Cantaloupe,0.56
2017-09-24,Broccoli Crowns,1.71
2017-09-24,Broccoli Bunches,1.32
2017-09-17,Tomatoes,0.52
2017-09-17,Strawberries,1.29
2017-09-17,Romaine Lettuce,0.39
2017-09-17,Red Leaf Lettuce,0.32
2017-09-17,Plums,0.98
2017-09-17,Peaches,0.78
2017-09-17,Oranges,0.57
2017-09-17,Nectarines,0.88
2017-09-17,Iceberg Lettuce,0.31
2017-09-17,Honeydews,1.13
2017-09-17,Green Leaf Lettuce,0.32
2017-09-17,Flame Grapes,1.05
2017-09-17,Celery,0.3
2017-09-17,Carrots,0.27
2017-09-17,Cantaloupe,0.58
2017-09-17,Broccoli Crowns,1.48
2017-09-17,Broccoli Bunches,1.12
2017-09-10,Cauliflower,0.89
2017-09-10,Broccoli Bunches,0.86
2017-09-10,Tomatoes,0.56
2017-09-10,Thompson Grapes,0.89
2017-09-10,Strawberries,1.38
2017-09-10,Romaine Lettuce,0.36
2017-09-10,Red Leaf Lettuce,0.38
2017-09-10,Potatoes,1.4
2017-09-10,Plums,0.98
2017-09-10,Peaches,0.78
2017-09-10,Oranges,0.57
2017-09-10,Nectarines,0.88
2017-09-10,Iceberg Lettuce,0.36
2017-09-10,Honeydews,0.88
2017-09-10,Green Leaf Lettuce,0.38
2017-09-10,Flame Grapes,1.01
2017-09-10,Celery,0.3
2017-09-10,Cauliflower,0.67
2017-09-10,Carrots,0.27
2017-09-10,Cantaloupe,0.65
2017-09-10,Broccoli Crowns,1.28
2017-09-10,Avocados,1.87
2017-09-03,Tomatoes,0.46
2017-09-03,Thompson Grapes,0.89
2017-09-03,Strawberries,1.28
2017-09-03,Romaine Lettuce,0.49
2017-09-03,Red Leaf Lettuce,0.41
2017-09-03,Plums,0.98
2017-09-03,Peaches,0.78
2017-09-03,Oranges,0.57
2017-09-03,Nectarines,0.88
2017-09-03,Iceberg Lettuce,0.36
2017-09-03,Honeydews,0.83
2017-09-03,Green Leaf Lettuce,0.41
2017-09-03,Flame Grapes,1.08
2017-09-03,Celery,0.32
2017-09-03,Cauliflower,0.86
2017-09-03,Carrots,0.27
2017-09-03,Cantaloupe,0.52
2017-09-03,Broccoli Crowns,0.69
2017-09-03,Broccoli Bunches,0.53
2017-08-27,Tomatoes,0.52
2017-08-27,Thompson Grapes,0.92
2017-08-27,Strawberries,1.22
2017-08-27,Romaine Lettuce,0.42
2017-08-27,Red Leaf Lettuce,0.29
2017-08-27,Plums,1
2017-08-27,Peaches,0.78
2017-08-27,Oranges,0.57
2017-08-27,Nectarines,0.88
2017-08-27,Iceberg Lettuce,0.38
2017-08-27,Honeydews,0.88
2017-08-27,Green Leaf Lettuce,0.31
2017-08-27,Flame Grapes,1.06
2017-08-27,Celery,0.29
2017-08-27,Cauliflower,0.61
2017-08-27,Carrots,0.27
2017-08-27,Cantaloupe,0.44
2017-08-27,Broccoli Crowns,0.52
2017-08-27,Broccoli Bunches,0.48
2017-08-20,Thompson Grapes,0.94
2017-08-20,Tomatoes,0.6
2017-08-20,Strawberries,1.16
2017-08-20,Red Leaf Lettuce,0.29
2017-08-20,Romaine Lettuce,0.32
2017-08-20,Plums,0.93
2017-08-20,Peaches,0.84
2017-08-20,Oranges,0.56
2017-08-20,Nectarines,0.96
2017-08-20,Iceberg Lettuce,0.48
2017-08-20,Honeydews,0.79
2017-08-20,Green Leaf Lettuce,0.29
2017-08-20,Flame Grapes,1.12
2017-08-20,Celery,0.29
2017-08-20,Cauliflower,0.54
2017-08-20,Carrots,0.28
2017-08-20,Cantaloupe,0.44
2017-08-20,Broccoli Crowns,0.56
2017-08-20,Broccoli Bunches,0.5
2017-08-20,Avocados,1.69
2017-08-13,Thompson Grapes,0.89
2017-08-13,Strawberries,0.97
2017-08-13,Romaine Lettuce,0.32
2017-08-13,Red Leaf Lettuce,0.29
2017-08-13,Plums,0.93
2017-08-13,Peaches,0.88
2017-08-13,Oranges,0.56
2017-08-13,Nectarines,0.96
2017-08-13,Iceberg Lettuce,0.42
2017-08-13,Honeydews,0.96
2017-08-13,Green Leaf Lettuce,0.29
2017-08-13,Flame Grapes,1.05
2017-08-13,Celery,0.3
2017-08-13,Cauliflower,0.6
2017-08-13,Carrots,0.28
2017-08-13,Cantaloupe,0.48
2017-08-13,Broccoli Crowns,0.7
2017-08-13,Broccoli Bunches,0.53
2017-08-13,Avocados,1.71
2017-08-06,Tomatoes,0.56
2017-08-06,Green Leaf Lettuce,0.29
2017-08-06,Strawberries,0.91
2017-08-06,Romaine Lettuce,0.31
2017-08-06,Red Leaf Lettuce,0.29
2017-08-06,Plums,0.93
2017-08-06,Peaches,0.92
2017-08-06,Oranges,0.57
2017-08-06,Nectarines,0.96
2017-08-06,Iceberg Lettuce,0.34
2017-08-06,Honeydews,0.96
2017-08-06,Flame Grapes,1.05
2017-08-06,Celery,0.34
2017-08-06,Cauliflower,0.66
2017-08-06,Carrots,0.27
2017-08-06,Cantaloupe,0.52
2017-08-06,Broccoli Crowns,0.55
2017-08-06,Broccoli Bunches,0.44
2017-08-06,Avocados,1.6
2017-07-30,Tomatoes,0.56
2017-07-30,Strawberries,0.84
2017-07-30,Romaine Lettuce,0.31
2017-07-30,Red Leaf Lettuce,0.29
2017-07-30,Potatoes,1.3
2017-07-30,Plums,0.89
2017-07-30,Peaches,0.94
2017-07-30,Oranges,0.58
2017-07-30,Nectarines,0.96
2017-07-30,Iceberg Lettuce,0.38
2017-07-30,Honeydews,1.08
2017-07-30,Green Leaf Lettuce,0.29
2017-07-30,Flame Grapes,1.05
2017-07-30,Celery,0.34
2017-07-30,Cauliflower,0.72
2017-07-30,Carrots,0.27
2017-07-30,Cantaloupe,0.73
2017-07-30,Broccoli Crowns,0.53
2017-07-30,Broccoli Bunches,0.45
2017-07-30,Avocados,1.39
2017-07-23,Tomatoes,0.62
2017-07-23,Strawberries,0.72
2017-07-23,Romaine Lettuce,0.32
2017-07-23,Red Leaf Lettuce,0.3
2017-07-23,Potatoes,1.2
2017-07-23,Plums,0.93
2017-07-23,Peaches,0.94
2017-07-23,Oranges,0.58
2017-07-23,Nectarines,0.96
2017-07-23,Iceberg Lettuce,0.48
2017-07-23,Honeydews,1.17
2017-07-23,Green Leaf Lettuce,0.29
2017-07-23,Flame Grapes,1.02
2017-07-23,Celery,0.43
2017-07-23,Cauliflower,0.7
2017-07-23,Carrots,0.27
2017-07-23,Cantaloupe,0.75
2017-07-23,Broccoli Crowns,0.59
2017-07-23,Broccoli Bunches,0.51
2017-07-23,Avocados,1.09
2017-07-16,Tomatoes,0.58
2017-07-16,Strawberries,0.72
2017-07-16,Potatoes,1
2017-07-16,Plums,0.93
2017-07-16,Peaches,0.94
2017-07-16,Oranges,0.58
2017-07-16,Nectarines,0.92
2017-07-16,Red Leaf Lettuce,0.33
2017-07-16,Green Leaf Lettuce,0.33
2017-07-16,Romaine Lettuce,0.3
2017-07-16,Iceberg Lettuce,0.52
2017-07-16,Honeydews,1.58
2017-07-16,Flame Grapes,1.05
2017-07-16,Celery,0.57
2017-07-16,Cauliflower,0.84
2017-07-16,Carrots,0.27
2017-07-16,Cantaloupe,0.7
2017-07-16,Broccoli Crowns,0.57
2017-07-16,Broccoli Bunches,0.51
2017-07-16,Avocados,1.03
2017-07-09,Tomatoes,0.4
2017-07-09,Strawberries,0.78
2017-07-09,Potatoes,1
2017-07-09,Plums,1
2017-07-09,Peaches,0.94
2017-07-09,Oranges,0.58
2017-07-09,Nectarines,0.92
2017-07-09,Red Leaf Lettuce,0.31
2017-07-09,Green Leaf Lettuce,0.32
2017-07-09,Romaine Lettuce,0.35
2017-07-09,Iceberg Lettuce,0.61
2017-07-09,Honeydews,2.58
2017-07-09,Flame Grapes,1.16
2017-07-09,Celery,0.71
2017-07-09,Cauliflower,0.92
2017-07-09,Carrots,0.27
2017-07-09,Cantaloupe,1.08
2017-07-09,Broccoli Crowns,0.55
2017-07-09,Broccoli Bunches,0.51
2017-07-09,Avocados,1.03
2017-07-02,Tomatoes,0.4
2017-07-02,Strawberries,1.09
2017-07-02,Potatoes,1
2017-07-02,Plums,1.18
2017-07-02,Peaches,0.94
2017-07-02,Oranges,0.58
2017-07-02,Nectarines,0.84
2017-07-02,Red Leaf Lettuce,0.32
2017-07-02,Green Leaf Lettuce,0.32
2017-07-02,Romaine Lettuce,0.35
2017-07-02,Iceberg Lettuce,0.5
2017-07-02,Honeydews,2.83
2017-07-02,Flame Grapes,1.28
2017-07-02,Celery,0.78
